rank,title,subhead,count,tag,link,scrape_date
15.0,别再随便买路边切好的半个西瓜了,别随便买路边切好的半个西瓜，鲜切西瓜是致病菌检出重灾区。2024年国家食品安全风险评估中心研究显示，北京鲜切西瓜致病菌检... 查看更多>,6470903,,https://www.baidu.com/s?wd=%E5%88%AB%E5%86%8D%E9%9A%8F%E4%BE%BF%E4%B9%B0%E8%B7%AF%E8%BE%B9%E5%88%87%E5%A5%BD%E7%9A%84%E5%8D%8A%E4%B8%AA%E8%A5%BF%E7%93%9C%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
16.0,重庆2026年高考分数线公布,6月24日，重庆市公布2026年普通高校招生录取最低控制分数线：本科批物理类406分、历史类415分；特殊类型资格线物理... 查看更多>,6368280,新,https://www.baidu.com/s?wd=%E9%87%8D%E5%BA%862026%E5%B9%B4%E9%AB%98%E8%80%83%E5%88%86%E6%95%B0%E7%BA%BF%E5%85%AC%E5%B8%83&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
17.0,“神秘的东方力量”再现世界杯赛场,6月24日，克罗地亚队在2026年世界杯小组赛中以1比0战胜巴拿马队，37岁老佩里西奇后脖露出的拔火罐印记引发关注，“神... 查看更多>,6270597,新,https://www.baidu.com/s?wd=%E2%80%9C%E7%A5%9E%E7%A7%98%E7%9A%84%E4%B8%9C%E6%96%B9%E5%8A%9B%E9%87%8F%E2%80%9D%E5%86%8D%E7%8E%B0%E4%B8%96%E7%95%8C%E6%9D%AF%E8%B5%9B%E5%9C%BA&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
18.0,普京：行动开始前我们已忍耐8年,当地时间6月23日，俄罗斯总统普京在会见军校毕业生时表示，俄罗斯在发起特别军事行动前已忍耐8年，并指责西方国家的军事支持... 查看更多>,6183781,,https://www.baidu.com/s?wd=%E6%99%AE%E4%BA%AC%EF%BC%9A%E8%A1%8C%E5%8A%A8%E5%BC%80%E5%A7%8B%E5%89%8D%E6%88%91%E4%BB%AC%E5%B7%B2%E5%BF%8D%E8%80%908%E5%B9%B4&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
19.0,英格兰球员拒绝与涉嫌强奸球员握手,北京时间6月24日，美加墨世界杯小组赛第二轮比赛，英格兰队0比0战平加纳队。在赛前的握手致意环节，英格兰球员斯彭斯没有与... 查看更多>,6089812,,https://www.baidu.com/s?wd=%E8%8B%B1%E6%A0%BC%E5%85%B0%E7%90%83%E5%91%98%E6%8B%92%E7%BB%9D%E4%B8%8E%E6%B6%89%E5%AB%8C%E5%BC%BA%E5%A5%B8%E7%90%83%E5%91%98%E6%8F%A1%E6%89%8B&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
20.0,男子救落水女孩遭对方家属埋怨,近日，一名男子在天津钓鱼时救起落水女孩，反被女孩父亲埋怨“报警干什么，怕我讹你”，且全程未获感谢。救人者表示，女孩所在水... 查看更多>,5987457,,https://www.baidu.com/s?wd=%E7%94%B7%E5%AD%90%E6%95%91%E8%90%BD%E6%B0%B4%E5%A5%B3%E5%AD%A9%E9%81%AD%E5%AF%B9%E6%96%B9%E5%AE%B6%E5%B1%9E%E5%9F%8B%E6%80%A8&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
21.0,福建2026高考分数线公布,6月24日下午，福建省高招委召开会议敲定2026年福建高考各类录取控制分数线，同步部署后续高招录取相关工作，正式对外公布... 查看更多>,5903327,新,https://www.baidu.com/s?wd=%E7%A6%8F%E5%BB%BA2026%E9%AB%98%E8%80%83%E5%88%86%E6%95%B0%E7%BA%BF%E5%85%AC%E5%B8%83&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
22.0,重庆高考查分,查看更多>,5794471,新,https://www.baidu.com/s?wd=%E9%87%8D%E5%BA%86%E9%AB%98%E8%80%83%E6%9F%A5%E5%88%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
23.0,小伙做梦考680结果查分真就是680,6月24日，黑龙江七台河一名高三男生查分时发现高考成绩与梦境完全一致，此前他梦见自己考了680分，实际分数恰好为680分... 查看更多>,5708788,,https://www.baidu.com/s?wd=%E5%B0%8F%E4%BC%99%E5%81%9A%E6%A2%A6%E8%80%83680%E7%BB%93%E6%9E%9C%E6%9F%A5%E5%88%86%E7%9C%9F%E5%B0%B1%E6%98%AF680&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
24.0,伊朗总统种树太投入 巴总理拦不住,当地时间6月23日，伊朗总统佩泽希齐扬在巴基斯坦首都伊斯兰堡访问期间，与巴总理夏巴兹共同种下象征友谊的树苗。佩泽希齐扬铲... 查看更多>,5618965,,https://www.baidu.com/s?wd=%E4%BC%8A%E6%9C%97%E6%80%BB%E7%BB%9F%E7%A7%8D%E6%A0%91%E5%A4%AA%E6%8A%95%E5%85%A5+%E5%B7%B4%E6%80%BB%E7%90%86%E6%8B%A6%E4%B8%8D%E4%BD%8F&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
25.0,玛丽莲·梦露之死再添疑云,在好莱坞传奇女星玛丽莲·梦露逝世近64周年之际，美国媒体TMZ最新发布的一部名为《名人犯罪现场：玛丽莲·梦露》的纪录片再... 查看更多>,5503923,,https://www.baidu.com/s?wd=%E7%8E%9B%E4%B8%BD%E8%8E%B2%C2%B7%E6%A2%A6%E9%9C%B2%E4%B9%8B%E6%AD%BB%E5%86%8D%E6%B7%BB%E7%96%91%E4%BA%91&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
26.0,为什么一定要给明星标出本名,6月23日，某视频平台“2026年度发布”活动公布了节目单，多名艺人公布真名，引发网友热烈讨论。一些演员、明星的艺名，大... 查看更多>,5416454,热,https://www.baidu.com/s?wd=%E4%B8%BA%E4%BB%80%E4%B9%88%E4%B8%80%E5%AE%9A%E8%A6%81%E7%BB%99%E6%98%8E%E6%98%9F%E6%A0%87%E5%87%BA%E6%9C%AC%E5%90%8D&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
27.0,董卿现身儿子小学毕业典礼,6月22日，董卿罕见现身，以家长身份出席上海上中国际小学毕业典礼。视频中，53岁的她身着浅色条纹裙装素颜亮相，全程专注用... 查看更多>,5333202,,https://www.baidu.com/s?wd=%E8%91%A3%E5%8D%BF%E7%8E%B0%E8%BA%AB%E5%84%BF%E5%AD%90%E5%B0%8F%E5%AD%A6%E6%AF%95%E4%B8%9A%E5%85%B8%E7%A4%BC&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
28.0,朱一龙文班亚马身高悬殊,6月24日巴黎男装周期间，朱一龙与NBA球星文班亚马合影引发关注。视频中，身高1.8米的朱一龙站在约2.24米的文班亚马... 查看更多>,5240899,,https://www.baidu.com/s?wd=%E6%9C%B1%E4%B8%80%E9%BE%99%E6%96%87%E7%8F%AD%E4%BA%9A%E9%A9%AC%E8%BA%AB%E9%AB%98%E6%82%AC%E6%AE%8A&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
29.0,中方：敦促日本执政当局真诚认罪谢罪,6月24日，外交部发言人郭嘉昆主持例行记者会，回应日方阻挠设立“慰安妇”雕像：中方敦促日本执政当局正视侵略历史，真诚认罪... 查看更多>,5145808,,https://www.baidu.com/s?wd=%E4%B8%AD%E6%96%B9%EF%BC%9A%E6%95%A6%E4%BF%83%E6%97%A5%E6%9C%AC%E6%89%A7%E6%94%BF%E5%BD%93%E5%B1%80%E7%9C%9F%E8%AF%9A%E8%AE%A4%E7%BD%AA%E8%B0%A2%E7%BD%AA&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
30.0,“不要擅自回复外星信号！”,“不要擅自回复外星信号！”国际宇航科学院最新宣言，让《三体》警示“不要回答”照进现实，人类真的快要接触外星文明了吗？全释... 查看更多>,5032870,,https://www.baidu.com/s?wd=%E2%80%9C%E4%B8%8D%E8%A6%81%E6%93%85%E8%87%AA%E5%9B%9E%E5%A4%8D%E5%A4%96%E6%98%9F%E4%BF%A1%E5%8F%B7%EF%BC%81%E2%80%9D&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
31.0,比利时球星多库陪产结束回归国家队,6月23日，比利时国家队晒视频，球队边锋多库在陪产后回归队伍。 多库此前因为迎来第一个孩子，离开国家队去陪产，如今他已经... 查看更多>,4936914,,https://www.baidu.com/s?wd=%E6%AF%94%E5%88%A9%E6%97%B6%E7%90%83%E6%98%9F%E5%A4%9A%E5%BA%93%E9%99%AA%E4%BA%A7%E7%BB%93%E6%9D%9F%E5%9B%9E%E5%BD%92%E5%9B%BD%E5%AE%B6%E9%98%9F&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
32.0,中国银行逃税23.67亿元被审计署通报,6月23日，审计署发布报告披露了中国银行涉税违规问题。报告指出，2023年4月至2025年8月间，中国银行安排2家下属金... 查看更多>,4844479,新,https://www.baidu.com/s?wd=%E4%B8%AD%E5%9B%BD%E9%93%B6%E8%A1%8C%E9%80%83%E7%A8%8E23.67%E4%BA%BF%E5%85%83%E8%A2%AB%E5%AE%A1%E8%AE%A1%E7%BD%B2%E9%80%9A%E6%8A%A5&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
33.0,在这个年龄前 一定要开始控糖,中国疾控中心2025年研究显示，20—24岁男性糖尿病患病率已从1.99%涨至7.42%，40岁以下群体糖尿病发病率激增... 查看更多>,4750540,,https://www.baidu.com/s?wd=%E5%9C%A8%E8%BF%99%E4%B8%AA%E5%B9%B4%E9%BE%84%E5%89%8D+%E4%B8%80%E5%AE%9A%E8%A6%81%E5%BC%80%E5%A7%8B%E6%8E%A7%E7%B3%96&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
34.0,小米股价逼近22港元,近日，小米集团港股逼近22港元低位，网红峰哥谈投资经历：“见底了吧，这价格心动了！”谁知此言论一出立即遭网友恳求：“一发... 查看更多>,4641363,,https://www.baidu.com/s?wd=%E5%B0%8F%E7%B1%B3%E8%82%A1%E4%BB%B7%E9%80%BC%E8%BF%9122%E6%B8%AF%E5%85%83&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
35.0,森碟给田亮当翻译 一口英语好流利,6月24日，田亮在社交媒体发布视频，显示18岁的女儿森碟（田雨橙）在其三亚跳水俱乐部接待美国芝加哥跳水队时担任英语翻译。... 查看更多>,4572563,,https://www.baidu.com/s?wd=%E6%A3%AE%E7%A2%9F%E7%BB%99%E7%94%B0%E4%BA%AE%E5%BD%93%E7%BF%BB%E8%AF%91+%E4%B8%80%E5%8F%A3%E8%8B%B1%E8%AF%AD%E5%A5%BD%E6%B5%81%E5%88%A9&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
36.0,考生高考排全市1082名激动连番跳跃,一名天津考生高考以659分位列全市第1082名，查分时激动得连番跳跃。其母亲称成绩虽在预期内，但仍因超出想象而惊喜到“手... 查看更多>,4473791,,https://www.baidu.com/s?wd=%E8%80%83%E7%94%9F%E9%AB%98%E8%80%83%E6%8E%92%E5%85%A8%E5%B8%821082%E5%90%8D%E6%BF%80%E5%8A%A8%E8%BF%9E%E7%95%AA%E8%B7%B3%E8%B7%83&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
37.0,华润万家拿6毛钱的水肉搏平价超市,查看更多>,4361829,,https://www.baidu.com/s?wd=%E5%8D%8E%E6%B6%A6%E4%B8%87%E5%AE%B6%E6%8B%BF6%E6%AF%9B%E9%92%B1%E7%9A%84%E6%B0%B4%E8%82%89%E6%90%8F%E5%B9%B3%E4%BB%B7%E8%B6%85%E5%B8%82&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
38.0,江苏高考查分,查看更多>,4262357,,https://www.baidu.com/s?wd=%E6%B1%9F%E8%8B%8F%E9%AB%98%E8%80%83%E6%9F%A5%E5%88%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
39.0,考高中比考大学还难吗,近期，全国各地相继迎来中考。今年，山东官宣新增5万个普高学位、普高供给率达72%，仍难消解家长“考高中比考大学还难吗”的... 查看更多>,4195620,,https://www.baidu.com/s?wd=%E8%80%83%E9%AB%98%E4%B8%AD%E6%AF%94%E8%80%83%E5%A4%A7%E5%AD%A6%E8%BF%98%E9%9A%BE%E5%90%97&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
40.0,空客机翼再现裂纹,据英国《卫报》、新加坡《海峡时报》报道，在发现阿联酋航空公司和澳大利亚澳洲航空公司运营的空客A380型客机机翼关键部件出... 查看更多>,4070362,,https://www.baidu.com/s?wd=%E7%A9%BA%E5%AE%A2%E6%9C%BA%E7%BF%BC%E5%86%8D%E7%8E%B0%E8%A3%82%E7%BA%B9&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
41.0,孕35周教师摔倒学生飞奔搀扶,查看更多>,3971691,,https://www.baidu.com/s?wd=%E5%AD%9535%E5%91%A8%E6%95%99%E5%B8%88%E6%91%94%E5%80%92%E5%AD%A6%E7%94%9F%E9%A3%9E%E5%A5%94%E6%90%80%E6%89%B6&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
42.0,C罗回应创造世界杯纪录,6月24日，2026世界杯葡萄牙5-0大胜乌兹别克斯坦，C罗梅开二度，创下连续六届世界杯进球纪录。此前首轮战平他饱受质疑... 查看更多>,3903465,,https://www.baidu.com/s?wd=C%E7%BD%97%E5%9B%9E%E5%BA%94%E5%88%9B%E9%80%A0%E4%B8%96%E7%95%8C%E6%9D%AF%E7%BA%AA%E5%BD%95&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
43.0,“新年快乐”竟是特大贩毒案交易暗号,近日，广东警方联合海警部门成功侦破一起特大跨境海上走私毒品案。毒贩以“新年快乐”为交易暗号，境外老板出资雇人驾船走私，警... 查看更多>,3789906,,https://www.baidu.com/s?wd=%E2%80%9C%E6%96%B0%E5%B9%B4%E5%BF%AB%E4%B9%90%E2%80%9D%E7%AB%9F%E6%98%AF%E7%89%B9%E5%A4%A7%E8%B4%A9%E6%AF%92%E6%A1%88%E4%BA%A4%E6%98%93%E6%9A%97%E5%8F%B7&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
44.0,中国海军“御用摄影师”交了白卷,近日，中国海军辽宁舰编队结束远海实战化训练返回母港。此次训练中，隔壁号称中国海军“御用摄影师”的日本防卫省并未如常发布舰... 查看更多>,3716705,新,https://www.baidu.com/s?wd=%E4%B8%AD%E5%9B%BD%E6%B5%B7%E5%86%9B%E2%80%9C%E5%BE%A1%E7%94%A8%E6%91%84%E5%BD%B1%E5%B8%88%E2%80%9D%E4%BA%A4%E4%BA%86%E7%99%BD%E5%8D%B7&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
45.0,独身老人遗产全留侄女,查看更多>,3616997,,https://www.baidu.com/s?wd=%E7%8B%AC%E8%BA%AB%E8%80%81%E4%BA%BA%E9%81%97%E4%BA%A7%E5%85%A8%E7%95%99%E4%BE%84%E5%A5%B3&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
46.0,A股收盘：深成指、创业板指均涨超1%,6月24日，市场全天低开高走，深成指、创业板指涨超1%，科创50涨3.82%。指数黄白线显著分化，小微盘股大幅回调。 查看更多>,3502549,热,https://www.baidu.com/s?wd=A%E8%82%A1%E6%94%B6%E7%9B%98%EF%BC%9A%E6%B7%B1%E6%88%90%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E5%9D%87%E6%B6%A8%E8%B6%851%25&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
47.0,甲亢哥遇中国球迷全程用中文交流,查看更多>,3431432,,https://www.baidu.com/s?wd=%E7%94%B2%E4%BA%A2%E5%93%A5%E9%81%87%E4%B8%AD%E5%9B%BD%E7%90%83%E8%BF%B7%E5%85%A8%E7%A8%8B%E7%94%A8%E4%B8%AD%E6%96%87%E4%BA%A4%E6%B5%81&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
48.0,小男孩能控制瞳孔快速抖动,6月23日，网络热传湖南一名小男孩能控制瞳孔快速抖动。网友：“瞳孔地震”具象化了！ 查看更多>,3304053,,https://www.baidu.com/s?wd=%E5%B0%8F%E7%94%B7%E5%AD%A9%E8%83%BD%E6%8E%A7%E5%88%B6%E7%9E%B3%E5%AD%94%E5%BF%AB%E9%80%9F%E6%8A%96%E5%8A%A8&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
49.0,国产大飞机C919首飞延安,查看更多>,3211076,,https://www.baidu.com/s?wd=%E5%9B%BD%E4%BA%A7%E5%A4%A7%E9%A3%9E%E6%9C%BAC919%E9%A6%96%E9%A3%9E%E5%BB%B6%E5%AE%89&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
50.0,42岁老楼加装电梯如何连克难关,查看更多>,3111184,,https://www.baidu.com/s?wd=42%E5%B2%81%E8%80%81%E6%A5%BC%E5%8A%A0%E8%A3%85%E7%94%B5%E6%A2%AF%E5%A6%82%E4%BD%95%E8%BF%9E%E5%85%8B%E9%9A%BE%E5%85%B3&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_09.02
,把权力关进制度笼子,今年年初，在二十届中央纪委五次全会上，习近平总书记再次强调：“党的自我革命重在治权，把权力关进制度笼子是新时代全面从严治... 查看更多>,7904083,,https://www.baidu.com/s?wd=%E6%8A%8A%E6%9D%83%E5%8A%9B%E5%85%B3%E8%BF%9B%E5%88%B6%E5%BA%A6%E7%AC%BC%E5%AD%90&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
1.0,公交车上座率越来越低,坐公交，像是花一两块钱走进“流动街景电影院”观看电影。而在很多地方，这个电影院的上座率越来越低了。2025年6月12日，... 查看更多>,7809202,热,https://www.baidu.com/s?wd=%E5%85%AC%E4%BA%A4%E8%BD%A6%E4%B8%8A%E5%BA%A7%E7%8E%87%E8%B6%8A%E6%9D%A5%E8%B6%8A%E4%BD%8E&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
2.0,最想报考的专业出现了,最想报考的专业出现了——警犬技术专业，大二下学期就会发小狗，这不就是“现实版宝可梦训练师”。网友表示：“可以跟我的小狗一... 查看更多>,7714229,热,https://www.baidu.com/s?wd=%E6%9C%80%E6%83%B3%E6%8A%A5%E8%80%83%E7%9A%84%E4%B8%93%E4%B8%9A%E5%87%BA%E7%8E%B0%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
3.0,中国汽车保有量达到3.7亿辆,近年来，中国在成为全球第一大汽车消费市场的基础上，还先后实现了新能源汽车产销量第一、汽车出口总量第一、中国车企全球销量第... 查看更多>,7618001,,https://www.baidu.com/s?wd=%E4%B8%AD%E5%9B%BD%E6%B1%BD%E8%BD%A6%E4%BF%9D%E6%9C%89%E9%87%8F%E8%BE%BE%E5%88%B03.7%E4%BA%BF%E8%BE%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
4.0,英格兰球员拒绝与涉嫌强奸球员握手,北京时间6月24日，美加墨世界杯小组赛第二轮比赛，英格兰队0比0战平加纳队。在赛前的握手致意环节，英格兰球员斯彭斯没有与... 查看更多>,7524220,新,https://www.baidu.com/s?wd=%E8%8B%B1%E6%A0%BC%E5%85%B0%E7%90%83%E5%91%98%E6%8B%92%E7%BB%9D%E4%B8%8E%E6%B6%89%E5%AB%8C%E5%BC%BA%E5%A5%B8%E7%90%83%E5%91%98%E6%8F%A1%E6%89%8B&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
5.0,2026年各地高考分数线汇总,查看更多>,7425517,新,https://www.baidu.com/s?wd=2026%E5%B9%B4%E5%90%84%E5%9C%B0%E9%AB%98%E8%80%83%E5%88%86%E6%95%B0%E7%BA%BF%E6%B1%87%E6%80%BB&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
6.0,亚洲首富公开叫板世界首富,6月23日，孙正义在软银的一场股东大会上表示，马斯克设想的太空数据中心，优势在于节省电力成本，但这只占总成本的7%，远比... 查看更多>,7328011,热,https://www.baidu.com/s?wd=%E4%BA%9A%E6%B4%B2%E9%A6%96%E5%AF%8C%E5%85%AC%E5%BC%80%E5%8F%AB%E6%9D%BF%E4%B8%96%E7%95%8C%E9%A6%96%E5%AF%8C&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
7.0,高考查分,查看更多>,7231686,热,https://www.baidu.com/s?wd=%E9%AB%98%E8%80%83%E6%9F%A5%E5%88%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
8.0,别再随便买路边切好的半个西瓜了,别随便买路边切好的半个西瓜，鲜切西瓜是致病菌检出重灾区。2024年国家食品安全风险评估中心研究显示，北京鲜切西瓜致病菌检... 查看更多>,7136738,,https://www.baidu.com/s?wd=%E5%88%AB%E5%86%8D%E9%9A%8F%E4%BE%BF%E4%B9%B0%E8%B7%AF%E8%BE%B9%E5%88%87%E5%A5%BD%E7%9A%84%E5%8D%8A%E4%B8%AA%E8%A5%BF%E7%93%9C%E4%BA%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
9.0,C罗骗了全世界,北京时间6月24日凌晨，世界杯K组第二轮葡萄牙对阵乌兹别克斯坦。开场第17分钟，所有人都以为站在球前的C罗将亲自主罚任意... 查看更多>,7042927,热,https://www.baidu.com/s?wd=C%E7%BD%97%E9%AA%97%E4%BA%86%E5%85%A8%E4%B8%96%E7%95%8C&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
10.0,女生淡定查分 考出高中三年最高分,6月24日，内蒙古一女生查高考成绩，取得了三年以来最高的分数，网友：真的替你感到高兴。 查看更多>,6947591,,https://www.baidu.com/s?wd=%E5%A5%B3%E7%94%9F%E6%B7%A1%E5%AE%9A%E6%9F%A5%E5%88%86+%E8%80%83%E5%87%BA%E9%AB%98%E4%B8%AD%E4%B8%89%E5%B9%B4%E6%9C%80%E9%AB%98%E5%88%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
11.0,一盘蚊香=几十支烟？专家辟谣,网传“一盘蚊香等于几十支烟”不实，专家指出，蚊香与香烟的成分、作用方式不同，呼吸道影响因人而异，日常使用蚊香要保持空气流... 查看更多>,6856630,,https://www.baidu.com/s?wd=%E4%B8%80%E7%9B%98%E8%9A%8A%E9%A6%99%3D%E5%87%A0%E5%8D%81%E6%94%AF%E7%83%9F%EF%BC%9F%E4%B8%93%E5%AE%B6%E8%BE%9F%E8%B0%A3&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
12.0,工人装修将炮钉枪口对准自身中钉死亡,6月23日，金凤区应急管理局公布去年宁夏银川市金凤区湖畔路银川宝湖中学发生的一起物体打击致一人死亡事故报告。报告称，杜某... 查看更多>,6756197,,https://www.baidu.com/s?wd=%E5%B7%A5%E4%BA%BA%E8%A3%85%E4%BF%AE%E5%B0%86%E7%82%AE%E9%92%89%E6%9E%AA%E5%8F%A3%E5%AF%B9%E5%87%86%E8%87%AA%E8%BA%AB%E4%B8%AD%E9%92%89%E6%AD%BB%E4%BA%A1&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
13.0,火箭军一级军士长：要做好打仗的准备,查看更多>,6659263,新,https://www.baidu.com/s?wd=%E7%81%AB%E7%AE%AD%E5%86%9B%E4%B8%80%E7%BA%A7%E5%86%9B%E5%A3%AB%E9%95%BF%EF%BC%9A%E8%A6%81%E5%81%9A%E5%A5%BD%E6%89%93%E4%BB%97%E7%9A%84%E5%87%86%E5%A4%87&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
14.0,小男孩能控制瞳孔快速抖动,查看更多>,6566197,,https://www.baidu.com/s?wd=%E5%B0%8F%E7%94%B7%E5%AD%A9%E8%83%BD%E6%8E%A7%E5%88%B6%E7%9E%B3%E5%AD%94%E5%BF%AB%E9%80%9F%E6%8A%96%E5%8A%A8&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
15.0,哥伦比亚1-0刚果金 暂列小组第一,北京时间6月24日，世界杯小组赛K组第2轮比赛，哥伦比亚与刚果（金）展开对抗，最终哥伦比亚1比0获胜。 查看更多>,6467311,新,https://www.baidu.com/s?wd=%E5%93%A5%E4%BC%A6%E6%AF%94%E4%BA%9A1-0%E5%88%9A%E6%9E%9C%E9%87%91+%E6%9A%82%E5%88%97%E5%B0%8F%E7%BB%84%E7%AC%AC%E4%B8%80&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
16.0,河南高考查分,查看更多>,6378125,,https://www.baidu.com/s?wd=%E6%B2%B3%E5%8D%97%E9%AB%98%E8%80%83%E6%9F%A5%E5%88%86&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
17.0,“香港第二台湾第四”说明了什么,瑞士洛桑国际管理发展学院最新《2026年世界竞争力年报》显示，香港全球竞争力排名升至第二（2019年以来最佳），台湾位列... 查看更多>,6285481,,https://www.baidu.com/s?wd=%E2%80%9C%E9%A6%99%E6%B8%AF%E7%AC%AC%E4%BA%8C%E5%8F%B0%E6%B9%BE%E7%AC%AC%E5%9B%9B%E2%80%9D%E8%AF%B4%E6%98%8E%E4%BA%86%E4%BB%80%E4%B9%88&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
18.0,不配当父母真的会被依法“开除”,今年最高人民法院工作报告中一组数据引人注目：依法撤销997名不适格父母监护人资格，同比增长66.7%。这组数据的背后，是... 查看更多>,6179446,新,https://www.baidu.com/s?wd=%E4%B8%8D%E9%85%8D%E5%BD%93%E7%88%B6%E6%AF%8D%E7%9C%9F%E7%9A%84%E4%BC%9A%E8%A2%AB%E4%BE%9D%E6%B3%95%E2%80%9C%E5%BC%80%E9%99%A4%E2%80%9D&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
19.0,“新能源汽车第一省”迎来新挑战者,6月22日，国家统计局公布的最新数据显示，截至5月底，安徽新能源汽车产量已达68.53万辆，重新超过浙江的67.07万辆... 查看更多>,6089423,新,https://www.baidu.com/s?wd=%E2%80%9C%E6%96%B0%E8%83%BD%E6%BA%90%E6%B1%BD%E8%BD%A6%E7%AC%AC%E4%B8%80%E7%9C%81%E2%80%9D%E8%BF%8E%E6%9D%A5%E6%96%B0%E6%8C%91%E6%88%98%E8%80%85&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
20.0,上班唱歌刷视频工作人员已被调离,查看更多>,5984579,,https://www.baidu.com/s?wd=%E4%B8%8A%E7%8F%AD%E5%94%B1%E6%AD%8C%E5%88%B7%E8%A7%86%E9%A2%91%E5%B7%A5%E4%BD%9C%E4%BA%BA%E5%91%98%E5%B7%B2%E8%A2%AB%E8%B0%83%E7%A6%BB&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
21.0,夫妻吃见手青中毒 丈夫以为妻子是蛇,近日，云南昆明一对夫妻食用野生菌后中毒，在输液治疗中途擅自离院，次日出现严重幻觉。男子误将妻子视为蛇，两人从十几楼楼道追... 查看更多>,5899854,,https://www.baidu.com/s?wd=%E5%A4%AB%E5%A6%BB%E5%90%83%E8%A7%81%E6%89%8B%E9%9D%92%E4%B8%AD%E6%AF%92+%E4%B8%88%E5%A4%AB%E4%BB%A5%E4%B8%BA%E5%A6%BB%E5%AD%90%E6%98%AF%E8%9B%87&sa=fyb_news&rsv_dl=fyb_news,2026-06-24_05.17
